country,year,land_type,national_yield,world_yield,yield_factor,qscore_2018
Brazil,1983,"Grazing Land",13.52,6.19,2.18417,3A
Brazil,1983,"Marine Fishing Grounds",547.327,503.836,1.08632,3A
Brazil,1983,"Inland Fishing Grounds",0,0,1,3A
Brazil,1983,"Forest Land",3.8236,1.81878,2.10228,3A
Brazil,1983,Infrastructure,0,0,0.974297,3A
Brazil,1984,"Crop Land",6.61292,6.53256,1.0123,3A
Brazil,1984,"Grazing Land",13.52,6.19,2.18417,3A
Brazil,1984,"Marine Fishing Grounds",547.327,503.836,1.08632,3A
Brazil,1984,"Inland Fishing Grounds",0,0,1,3A
Brazil,1984,"Forest Land",3.8236,1.81878,2.10228,3A
Brazil,1984,Infrastructure,0,0,1.0123,3A
Brazil,1985,"Crop Land",7.01471,6.22657,1.12658,3A
Brazil,1985,"Grazing Land",13.52,6.19,2.18417,3A
Brazil,1985,"Marine Fishing Grounds",547.327,503.836,1.08632,3A
Brazil,1985,"Inland Fishing Grounds",0,0,1,3A
Brazil,1985,"Forest Land",3.8236,1.81878,2.10228,3A
Brazil,1985,Infrastructure,0,0,1.12658,3A
Brazil,1986,"Crop Land",6.54039,6.49818,1.0065,3A
Brazil,1986,"Grazing Land",13.52,6.19,2.18417,3A
Brazil,1986,"Marine Fishing Grounds",547.327,503.836,1.08632,3A
Brazil,1986,"Inland Fishing Grounds",0,0,1,3A
Brazil,1986,"Forest Land",3.8236,1.81878,2.10228,3A
Brazil,1986,Infrastructure,0,0,1.0065,3A
Brazil,1987,"Crop Land",7.31824,6.49782,1.12626,3A
Brazil,1987,"Grazing Land",13.52,6.19,2.18417,3A
Brazil,1987,"Marine Fishing Grounds",547.327,503.836,1.08632,3A
Brazil,1987,"Inland Fishing Grounds",0,0,1,3A
Brazil,1987,"Forest Land",3.8236,1.81878,2.10228,3A
Brazil,1987,Infrastructure,0,0,1.12626,3A
Brazil,1988,"Crop Land",6.88224,5.92606,1.16135,3A
Brazil,1988,"Grazing Land",13.52,6.19,2.18417,3A
Brazil,1988,"Marine Fishing Grounds",547.327,503.836,1.08632,3A
Brazil,1988,"Inland Fishing Grounds",0,0,1,3A
Brazil,1988,"Forest Land",3.8236,1.81878,2.10228,3A
Brazil,1988,Infrastructure,0,0,1.16135,3A
Brazil,1989,"Crop Land",7.01186,6.0555,1.15793,3A
Brazil,1989,"Grazing Land",13.52,6.19,2.18417,3A
Brazil,1989,"Marine Fishing Grounds",547.327,503.836,1.08632,3A
Brazil,1989,"Inland Fishing Grounds",0,0,1,3A
Brazil,1989,"Forest Land",3.8236,1.81878,2.10228,3A
Brazil,1989,Infrastructure,0,0,1.15793,3A
Brazil,1990,"Crop Land",7.49366,7.77707,0.963558,3A
Brazil,1990,"Grazing Land",13.52,6.19,2.18417,3A
Brazil,1990,"Marine Fishing Grounds",547.327,503.836,1.08632,3A
Brazil,1990,"Inland Fishing Grounds",0,0,1,3A
Brazil,1990,"Forest Land",3.8236,1.81878,2.10228,3A
Brazil,1990,Infrastructure,0,0,0.963558,3A
Brazil,1991,"Crop Land",7.49283,7.92042,0.946015,3A
Brazil,1991,"Grazing Land",13.52,6.19,2.18417,3A
Brazil,1991,"Marine Fishing Grounds",547.327,503.836,1.08632,3A
Brazil,1991,"Inland Fishing Grounds",0,0,1,3A
Brazil,1991,"Forest Land",3.8236,1.81878,2.10228,3A
Brazil,1991,Infrastructure,0,0,0.946015,3A
Brazil,1992,"Crop Land",7.883,7.94814,0.991805,3A
Brazil,1992,"Grazing Land",13.52,6.19,2.18417,3A
Brazil,1992,"Marine Fishing Grounds",547.327,503.836,1.08632,3A
Brazil,1992,"Inland Fishing Grounds",0,0,1,3A
Brazil,1992,"Forest Land",3.8236,1.81878,2.10228,3A
Brazil,1992,Infrastructure,0,0,0.991805,3A
Brazil,1993,"Crop Land",8.01013,7.93744,1.00916,3A
Brazil,1993,"Grazing Land",13.52,6.19,2.18417,3A
Brazil,1993,"Marine Fishing Grounds",547.327,503.836,1.08632,3A
Brazil,1993,"Inland Fishing Grounds",0,0,1,3A
Brazil,1993,"Forest Land",3.8236,1.81878,2.10228,3A
Brazil,1993,Infrastructure,0,0,1.00916,3A
Brazil,1994,"Crop Land",8.36449,8.05618,1.03827,3A
Brazil,1994,"Grazing Land",13.52,6.19,2.18417,3A
Brazil,1994,"Marine Fishing Grounds",547.327,503.836,1.08632,3A
Brazil,1994,"Inland Fishing Grounds",0,0,1,3A
Brazil,1994,"Forest Land",3.8236,1.81878,2.10228,3A
Brazil,1994,Infrastructure,0,0,1.03827,3A
Brazil,1995,"Crop Land",8.82415,8.96046,0.984788,3A
Brazil,1995,"Grazing Land",13.52,6.19,2.18417,3A
Brazil,1995,"Marine Fishing Grounds",547.327,503.836,1.08632,3A
Brazil,1995,"Inland Fishing Grounds",0,0,1,3A
Brazil,1995,"Forest Land",3.8236,1.81878,2.10228,3A
Brazil,1995,Infrastructure,0,0,0.984788,3A
Brazil,1996,"Crop Land",9.66144,11.2453,0.85915,3A
Brazil,1996,"Grazing Land",13.52,6.19,2.18417,3A
Brazil,1996,"Marine Fishing Grounds",547.327,503.836,1.08632,3A
Brazil,1996,"Inland Fishing Grounds",0,0,1,3A
Brazil,1996,"Forest Land",3.8236,1.81878,2.10228,3A
Brazil,1996,Infrastructure,0,0,0.85915,3A
Brazil,1997,"Crop Land",9.83201,10.7033,0.918599,3A
Brazil,1997,"Grazing Land",13.52,6.19,2.18417,3A
Brazil,1997,"Marine Fishing Grounds",547.327,503.836,1.08632,3A
Brazil,1997,"Inland Fishing Grounds",0,0,1,3A
Brazil,1997,"Forest Land",3.8236,1.81878,2.10228,3A
Brazil,1997,Infrastructure,0,0,0.918599,3A
Brazil,1998,"Crop Land",10.2652,11.1741,0.918655,3A
Brazil,1998,"Grazing Land",13.52,6.19,2.18417,3A
Brazil,1998,"Marine Fishing Grounds",547.327,503.836,1.08632,3A
Brazil,1998,"Inland Fishing Grounds",0,0,1,3A
Brazil,1998,"Forest Land",3.8236,1.81878,2.10228,3A
Brazil,1998,Infrastructure,0,0,0.918655,3A
Brazil,1999,"Crop Land",9.83871,10.0249,0.981431,3A
Brazil,1999,"Grazing Land",13.52,6.19,2.18417,3A
Brazil,1999,"Marine Fishing Grounds",547.327,503.836,1.08632,3A
Brazil,1999,"Inland Fishing Grounds",0,0,1,3A
Brazil,1999,"Forest Land",3.8236,1.81878,2.10228,3A
Brazil,1999,Infrastructure,0,0,0.981431,3A
Brazil,2000,"Crop Land",9.51216,9.37905,1.01419,3A
Brazil,2000,"Grazing Land",13.52,6.19,2.18417,3A
Brazil,2000,"Marine Fishing Grounds",547.327,503.836,1.08632,3A
Brazil,2000,"Inland Fishing Grounds",0,0,1,3A
Brazil,2000,"Forest Land",3.8236,1.81878,2.10228,3A
Brazil,2000,Infrastructure,0,0,1.01419,3A
Brazil,2001,"Crop Land",10.1123,9.55284,1.05857,3A
Brazil,2001,"Grazing Land",13.52,6.19,2.18417,3A
Brazil,2001,"Marine Fishing Grounds",547.327,503.836,1.08632,3A
Brazil,2001,"Inland Fishing Grounds",0,0,1,3A
Brazil,2001,"Forest Land",3.8236,1.81878,2.10228,3A
Brazil,2001,Infrastructure,0,0,1.05857,3A
Brazil,2002,"Crop Land",10.0285,9.29111,1.07937,3A
Brazil,2002,"Grazing Land",13.52,6.19,2.18417,3A
Brazil,2002,"Marine Fishing Grounds",547.327,503.836,1.08632,3A
Brazil,2002,"Inland Fishing Grounds",0,0,1,3A
Brazil,2002,"Forest Land",3.8236,1.81878,2.10228,3A
Brazil,2002,Infrastructure,0,0,1.07937,3A
Brazil,2003,"Crop Land",10.2119,8.64318,1.1815,3A
Brazil,2003,"Grazing Land",13.52,6.19,2.18417,3A
Brazil,2003,"Marine Fishing Grounds",547.327,503.836,1.08632,3A
Brazil,2003,"Inland Fishing Grounds",0,0,1,3A
Brazil,2003,"Forest Land",3.8236,1.81878,2.10228,3A
Brazil,2003,Infrastructure,0,0,1.1815,3A
Brazil,2004,"Crop Land",9.80063,8.97184,1.09238,3A
Brazil,2004,"Grazing Land",13.52,6.19,2.18417,3A
Brazil,2004,"Marine Fishing Grounds",547.327,503.836,1.08632,3A
Brazil,2004,"Inland Fishing Grounds",0,0,1,3A
Brazil,2004,"Forest Land",3.8236,1.81878,2.10228,3A
Brazil,2004,Infrastructure,0,0,1.09238,3A
Brazil,2005,"Crop Land",9.74268,9.43731,1.03236,3A
Brazil,2005,"Grazing Land",13.52,6.19,2.18417,3A
Brazil,2005,"Marine Fishing Grounds",547.327,503.836,1.08632,3A
Brazil,2005,"Inland Fishing Grounds",0,0,1,3A
Brazil,2005,"Forest Land",3.8236,1.81878,2.10228,3A
Brazil,2005,Infrastructure,0,0,1.03236,3A
Brazil,2006,"Crop Land",10.9437,10.4098,1.05128,3A
Brazil,2006,"Grazing Land",13.52,6.19,2.18417,3A
Brazil,2006,"Marine Fishing Grounds",547.327,503.836,1.08632,3A
Brazil,2006,"Inland Fishing Grounds",0,0,1,3A
Brazil,2006,"Forest Land",3.8236,1.81878,2.10228,3A
Brazil,2006,Infrastructure,0,0,1.05128,3A
Brazil,2007,"Crop Land",12.3222,11.023,1.11786,3A
Brazil,2007,"Grazing Land",13.52,6.19,2.18417,3A
Brazil,2007,"Marine Fishing Grounds",547.327,503.836,1.08632,3A
Brazil,2007,"Inland Fishing Grounds",0,0,1,3A
Brazil,2007,"Forest Land",3.8236,1.81878,2.10228,3A
Brazil,2007,Infrastructure,0,0,1.11786,3A
Brazil,2008,"Crop Land",13.4326,11.6438,1.15363,3A
Brazil,2008,"Grazing Land",13.52,6.19,2.18417,3A
Brazil,2008,"Marine Fishing Grounds",547.327,503.836,1.08632,3A
Brazil,2008,"Inland Fishing Grounds",0,0,1,3A
Brazil,2008,"Forest Land",3.8236,1.81878,2.10228,3A
Brazil,2008,Infrastructure,0,0,1.15363,3A
Brazil,2009,"Crop Land",13.891,12.3103,1.1284,3A
Brazil,2009,"Grazing Land",13.52,6.19,2.18417,3A
Brazil,2009,"Marine Fishing Grounds",547.327,503.836,1.08632,3A
Brazil,2009,"Inland Fishing Grounds",0,0,1,3A
Brazil,2009,"Forest Land",3.8236,1.81878,2.10228,3A
Brazil,2009,Infrastructure,0,0,1.1284,3A
Brazil,2010,"Crop Land",14.5621,12.5534,1.16001,3A
Brazil,2010,"Grazing Land",13.52,6.19,2.18417,3A
Brazil,2010,"Marine Fishing Grounds",547.327,503.836,1.08632,3A
Brazil,2010,"Inland Fishing Grounds",0,0,1,3A
Brazil,2010,"Forest Land",3.8236,1.81878,2.10228,3A
Brazil,2010,Infrastructure,0,0,1.16001,3A
Brazil,2011,"Crop Land",14.438,12.2337,1.18018,3A
Brazil,2011,"Grazing Land",13.52,6.19,2.18417,3A
Brazil,2011,"Marine Fishing Grounds",547.327,503.836,1.08632,3A
Brazil,2011,"Inland Fishing Grounds",0,0,1,3A
Brazil,2011,"Forest Land",3.8236,1.81878,2.10228,3A
Brazil,2011,Infrastructure,0,0,1.18018,3A
Brazil,2012,"Crop Land",14.185,11.9603,1.186,3A
Brazil,2012,"Grazing Land",13.52,6.19,2.18417,3A
Brazil,2012,"Marine Fishing Grounds",547.327,503.836,1.08632,3A
Brazil,2012,"Inland Fishing Grounds",0,0,1,3A
Brazil,2012,"Forest Land",3.8236,1.81878,2.10228,3A
Brazil,2012,Infrastructure,0,0,1.186,3A
Brazil,2013,"Crop Land",14.3866,12.1998,1.17925,3A
Brazil,2013,"Grazing Land",13.52,6.19,2.18417,3A
Brazil,2013,"Marine Fishing Grounds",547.327,503.836,1.08632,3A
Brazil,2013,"Inland Fishing Grounds",0,0,1,3A
Brazil,2013,"Forest Land",3.8236,1.81878,2.10228,3A
Brazil,2013,Infrastructure,0,0,1.17925,3A
"Brunei Darussalam",1961,"Crop Land",0.488414,0.685645,0.712343,3A
"Brunei Darussalam",1961,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1961,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1961,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1961,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1961,Infrastructure,0,0,0.712343,3A
"Brunei Darussalam",1962,"Crop Land",0.545038,0.802721,0.678988,3A
"Brunei Darussalam",1962,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1962,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1962,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1962,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1962,Infrastructure,0,0,0.678988,3A
"Brunei Darussalam",1963,"Crop Land",0.644598,1.2023,0.536139,3A
"Brunei Darussalam",1963,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1963,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1963,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1963,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1963,Infrastructure,0,0,0.536139,3A
"Brunei Darussalam",1964,"Crop Land",0.6022,1.40098,0.429843,3A
"Brunei Darussalam",1964,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1964,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1964,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1964,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1964,Infrastructure,0,0,0.429843,3A
"Brunei Darussalam",1965,"Crop Land",0.576626,1.68535,0.342139,3A
"Brunei Darussalam",1965,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1965,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1965,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1965,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1965,Infrastructure,0,0,0.342139,3A
"Brunei Darussalam",1966,"Crop Land",0.605563,1.72721,0.350601,3A
"Brunei Darussalam",1966,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1966,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1966,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1966,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1966,Infrastructure,0,0,0.350601,3A
"Brunei Darussalam",1967,"Crop Land",0.665572,1.71682,0.387677,3A
"Brunei Darussalam",1967,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1967,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1967,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1967,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1967,Infrastructure,0,0,0.387677,3A
"Brunei Darussalam",1968,"Crop Land",0.681501,2.09149,0.325845,3A
"Brunei Darussalam",1968,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1968,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1968,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1968,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1968,Infrastructure,0,0,0.325845,3A
"Brunei Darussalam",1969,"Crop Land",0.833999,2.09135,0.398785,3A
"Brunei Darussalam",1969,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1969,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1969,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1969,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1969,Infrastructure,0,0,0.398785,3A
"Brunei Darussalam",1970,"Crop Land",0.829445,2.23283,0.371477,3A
"Brunei Darussalam",1970,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1970,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1970,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1970,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1970,Infrastructure,0,0,0.371477,3A
"Brunei Darussalam",1971,"Crop Land",0.816778,2.1351,0.382548,3A
"Brunei Darussalam",1971,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1971,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1971,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1971,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1971,Infrastructure,0,0,0.382548,3A
"Brunei Darussalam",1972,"Crop Land",1.59846,4.03677,0.395975,3A
"Brunei Darussalam",1972,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1972,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1972,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1972,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1972,Infrastructure,0,0,0.395975,3A
"Brunei Darussalam",1973,"Crop Land",1.53494,2.88899,0.531308,3A
"Brunei Darussalam",1973,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1973,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1973,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1973,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1973,Infrastructure,0,0,0.531308,3A
"Brunei Darussalam",1974,"Crop Land",1.71207,2.42944,0.704721,3A
"Brunei Darussalam",1974,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1974,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1974,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1974,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1974,Infrastructure,0,0,0.704721,3A
"Brunei Darussalam",1975,"Crop Land",1.86995,2.75008,0.67996,3A
"Brunei Darussalam",1975,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1975,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1975,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1975,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1975,Infrastructure,0,0,0.67996,3A
"Brunei Darussalam",1976,"Crop Land",1.65197,2.77167,0.596022,3A
"Brunei Darussalam",1976,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1976,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1976,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1976,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1976,Infrastructure,0,0,0.596022,3A
"Brunei Darussalam",1977,"Crop Land",1.78782,3.55096,0.503475,3A
"Brunei Darussalam",1977,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1977,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1977,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1977,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1977,Infrastructure,0,0,0.503475,3A
"Brunei Darussalam",1978,"Crop Land",2.34856,5.15676,0.455433,3A
"Brunei Darussalam",1978,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1978,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1978,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1978,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1978,Infrastructure,0,0,0.455433,3A
"Brunei Darussalam",1979,"Crop Land",2.49332,5.0493,0.493796,3A
"Brunei Darussalam",1979,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1979,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1979,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1979,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1979,Infrastructure,0,0,0.493796,3A
"Brunei Darussalam",1980,"Crop Land",1.63674,3.56749,0.458793,3A
"Brunei Darussalam",1980,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1980,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1980,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1980,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1980,Infrastructure,0,0,0.458793,3A
"Brunei Darussalam",1981,"Crop Land",1.95245,4.62582,0.422076,3A
"Brunei Darussalam",1981,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1981,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1981,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1981,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1981,Infrastructure,0,0,0.422076,3A
"Brunei Darussalam",1982,"Crop Land",2.13356,4.197,0.508355,3A
"Brunei Darussalam",1982,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1982,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1982,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1982,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1982,Infrastructure,0,0,0.508355,3A
"Brunei Darussalam",1983,"Crop Land",2.28434,4.15566,0.549693,3A
"Brunei Darussalam",1983,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1983,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1983,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1983,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1983,Infrastructure,0,0,0.549693,3A
"Brunei Darussalam",1984,"Crop Land",1.34054,2.46167,0.544566,3A
"Brunei Darussalam",1984,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1984,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1984,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1984,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1984,Infrastructure,0,0,0.544566,3A
"Brunei Darussalam",1985,"Crop Land",1.10642,3.33138,0.33212,3A
"Brunei Darussalam",1985,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1985,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1985,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1985,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1985,Infrastructure,0,0,0.33212,3A
"Brunei Darussalam",1986,"Crop Land",1.18302,3.2896,0.359625,3A
"Brunei Darussalam",1986,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1986,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1986,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1986,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1986,Infrastructure,0,0,0.359625,3A
"Brunei Darussalam",1987,"Crop Land",1.11404,3.25806,0.341934,3A
"Brunei Darussalam",1987,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1987,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1987,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1987,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1987,Infrastructure,0,0,0.341934,3A
"Brunei Darussalam",1988,"Crop Land",1.20275,3.12098,0.385375,3A
"Brunei Darussalam",1988,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1988,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1988,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1988,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1988,Infrastructure,0,0,0.385375,3A
"Brunei Darussalam",1989,"Crop Land",1.18476,3.37392,0.351153,3A
"Brunei Darussalam",1989,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1989,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1989,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1989,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1989,Infrastructure,0,0,0.351153,3A
"Brunei Darussalam",1990,"Crop Land",1.21047,3.02282,0.400443,3A
"Brunei Darussalam",1990,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1990,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1990,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1990,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1990,Infrastructure,0,0,0.400443,3A
"Brunei Darussalam",1991,"Crop Land",1.25326,3.11307,0.40258,3A
"Brunei Darussalam",1991,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1991,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1991,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1991,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1991,Infrastructure,0,0,0.40258,3A
"Brunei Darussalam",1992,"Crop Land",1.25538,3.33639,0.376271,3A
"Brunei Darussalam",1992,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1992,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1992,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1992,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1992,Infrastructure,0,0,0.376271,3A
"Brunei Darussalam",1993,"Crop Land",1.3943,3.38251,0.412209,3A
"Brunei Darussalam",1993,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1993,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1993,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1993,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1993,Infrastructure,0,0,0.412209,3A
"Brunei Darussalam",1994,"Crop Land",1.38792,3.38039,0.410581,3A
"Brunei Darussalam",1994,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1994,"Marine Fishing Grounds",792,503.836,1.57194,3A
"Brunei Darussalam",1994,"Inland Fishing Grounds",0,0,1,3A
"Brunei Darussalam",1994,"Forest Land",2.38975,1.81878,1.31393,3A
"Brunei Darussalam",1994,Infrastructure,0,0,0.410581,3A
"Brunei Darussalam",1995,"Crop Land",1.39622,3.21576,0.434182,3A
"Brunei Darussalam",1995,"Grazing Land",18.17,6.19,2.93538,3A
"Brunei Darussalam",1995,"Marine Fishing Grounds",792,503.836,1.57194,3A
